序号,序号_1,车名,评分,购买地点,购买时间,购买价格,油耗+里程,AVG_8,AVG_4,空间,动力,操控,油耗,舒适性,外观,内饰,性价比,购车目的,口碑,质量,追评
86256,6256,汉兰达                        2021款 2.0T 两驱精英版 5座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",临沂,2021/1/1,23.98万元,11.0升/百公里1336公里,4.75,4.75,5,5,5,4,5,5,4,5,越野约会赛车,                                        口碑                &nbsp;2021年02月23日 发表了口碑                                                                                    《入手低配两驱精英，好车不怕晚》                        【最满意】性价比非常高，一样的价钱，越级的享受。配置丰富，满足日常使用。【最不满意】快速行驶时胎噪略大，悬挂调校略硬。但是轮胎耐磨，车辆整体操控很好。【空间】乘坐空间很宽敞。靠背角度也可以调节。前后乘坐都很宽松，轴距2790妥妥的足够了。后备厢容积:后备箱是双层格物设计，可以分类储物，非常人性化的设计。【动力】2.0T的发动机可以满足日常使用，超车时也不会感觉到信心不足。【操控】方向的指向很精准，车身的在转弯时稳定性也很优秀，刹车的反馈感个人非常喜欢。【油耗】市区油耗相对来说不是很友好，但也能接受，毕竟是新车，还是涡轮增压。【舒适性】别的不说，冲着这大空间，还有它舒适的座椅，车内环境，总体我还是很满意的。【外观】非常有代表性的日系越野车，新款外观有肌肉感，车身线条很硬朗。【内饰】很传统的中控设计，缺少科技感，但是用起来很顺手，而且操作起来视线不会离开道路太久，感觉很安全。【性价比】入手的低配两驱精英，我认为它值它就值，我认为它性价比高就性价比高。【为什么选择这款车】同价位的车看了很多，价钱一样的比汉兰达小，和汉兰达一样大的比汉兰达贵，等了一个月才等到汉兰达新款，我认为是值得的，好车不怕晚。            ,,
86257,6257,汉兰达                        2021款 2.0T 两驱精英版 5座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",东莞,2021/1/1,22.98万元,8.0升/百公里1080公里,4.875,4.75,5,5,5,5,4,5,5,5,上下班自驾游跑长途,"                                        口碑                &nbsp;2021年02月06日 发表了口碑                                来自：汽车之家iPhone版                                                    《翻山越岭的梦就靠汉兰达实现了！》                        【最满意】最满意的地方是空间足够,我身高182cm,前排后排都挺宽敞。动力充沛，随叫随到。【最不满意】持续加速几乎不会感觉的到顿挫，就是在降档过程中，低档的时候有拖拽感，不过也在接受范围之内。【空间】空间够用，我182的身高没有什么压迫感，后排坐3人很从容。【动力】动力随叫随到，2.0t的涡轮增压，比较充沛，超车无压力【操控】SUV就不要谈什么操控啦，不过转弯侧向支撑比较好，毕竟日系车底盘还是比较扎实的。【油耗】郊区油耗比较低，个人开车比较佛系。目前还没出首保，1百公里8个，这个油耗可以了。【舒适性】座椅包裹性个人感觉有点过了，长途的话可以,短途乘坐舒适性这方面，感觉还是有种压迫感。【外观】汉兰达外观年轻时尚大方，第一眼就看上了，整车棱角分明，有一种信心感。【内饰】内饰科技感提升了不少，用手可以摸到的地方基本都有软包处理，软包厚度还是有待提升。【性价比】丰田这个牌子的话，质量不用说，这个价位来看的话，汉兰达性价比同级别还是比较突出的，当初买车也是看中了这一点。【为什么选择这款车】首先就是考虑品牌，丰田这个牌子我们全家都能接受,最主要还是考虑偶尔假期出去自驾游，需要一款SUV，可以兼顾通过性和乘坐舒适性。            ",,
86258,6258,汉兰达                        2021款 2.0T 两驱精英版 5座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",贵阳,2021/1/1,23.98万元,400公里,5,5,5,5,5,5,5,5,5,5,上下班,口碑                &nbsp;2021年02月04日 发表了口碑                                来自：汽车之家iPhone版                                                    《等了三个月汉兰达来了????》                                                                                                                                                                                                                        【最满意】等了一个多月终于等到我心仪的汉兰达，买这款车的时候一样就相中了，当时就想提车直接走，但是销售告诉我没有现车时，我还是犹豫了好一会要不要买，后面实在是太喜欢了， 所以觉得还是订车等等。好不容易车到了，那个时候瞬间觉得功夫不负有心人，好的东西确实是需要等待的。不管是从配置、油耗、舒适性、还是车辆的颜值在我看来都是满分的存在。超大的车内空间，最满意的还是超大的后备箱，以前老觉得后备箱不够用，现在出门完全不用担心，出门钓鱼时可以塞进给我的各种装备，还剩很多富余空间。【最不满意】最不满意的地方是车的内饰异味有点大，但是好像丰田的车大多都是有这个问题，多放点去味的东西就行，问题不大。还有就是发动机噪音有点大，刚开始一直在找是哪的声音，后面时间久了就发现是发动机的，虽然不影响行车，但是有点影响开车的心情。【空间】汉兰达这款车最大的特点就是超大的空间，简直是高个子的福音，坐车上在也不用屈着腿了，解放双腿。还有超大的后备箱配置，简直就是家庭出行春游的福音，天气好的时候，闲暇周末带着老婆、孩子吃食一起出去野餐，小生活有滋有味，提升生活幸福感。而且平时需要搬搬抬抬一些大件物品，再也不用担心车装不下了，还省了一笔叫搬运车的费用。这整个车后备箱是我最最满意的空间了，简直就是出门旅游居家必备良品。空间的容积率非常的高。                                                                                                                                                                                                【动力】动力对我这种爱出游的人可以说是完全够用了，对于长途出游这块来说，动力室完全没有问题的，能够很好的满足我的需求，而且对于驾驶的人来说体验感还是挺好的，爬坡和大弯什么的也不会让人觉得因为动力不足感到吃力，还是挺够用的。而且因为越野车的特性，坐车上看见视野也是极好的，视野很开阔。而且这款车的底盘还是挺高的，对于我这种喜欢出门玩的人来说，遇见山路崎岖的路段简直不要太美好，再也不用担心因为底盘低的问题对车造成不必要的伤害了。【操控】操控还是很轻松便捷的，也没有因为车的更新换代变得复杂，操作轻松简单，刹车挺灵敏的，反应也很快。【油耗】这款车油耗在同类型车中算是比较低的了，一般这种车都还是有点耗油的。但是汉兰达在这方面做得还是挺好的，在这一点上性价比上就要比其他同类车型更胜一筹。难怪这个车是需要预定的，这么多人喜欢的车，多等等也是值得的。【舒适性】乘坐感很好，真皮座椅长时间开车不会让人觉得疲惫。空间够大，时间长了还能时不时在车上在车上活动的活动双腿，没有拥挤感。悬架比较舒适，对细小震动过滤很好。                                                                                                【外观】这款车的外观深得我心，大气舒适，设计上简直就是完全从客户的外观需求设计的，简洁的设计让人第一眼看到就觉得大气上档次，完全不会让人觉得因为这个车挺大的会觉得突兀，感觉设计的一切都是刚刚好好的合适。                                                                                                                                                                                                                                                                                                【内饰】内饰整体上我还是比较满意的，内饰走线、做工细节上都是处理的比较好的，上手的手感也很顺滑。真皮座椅坐起来很舒适，基本上可以满足乘坐人的舒适感需求了。在这款车的性价比上我还是很满意的，主要也就是一个乘坐感的好坏是最主要的，其他内饰都觉得还行。平时对这个要求不是特别人的基本都能满足需求的。                                                                                                【性价比】相对于同类型的车来说这款车的价格来说，还算是在我能承受的范围以内。加上在款车满足了我大多数的需求，和对车的颜值的要求，还有配置和油的消耗上让人都是比较满意的。性价比是我目前看过同类车中还算是比较高的，而且后期的维护保养上也并不像有些车让人觉得麻烦，相对还说还是比较省事的。买车不就是图一个省心省事嘛。【为什么选择这款车】选择这款车我还是看了好久个品牌的，最后选择这款车主要是因为在价格和性价比上收拾让我觉得最合适的。最重要的还是超大的空间和后备箱，实在是让我太心动了。让我找不出不选择这款车的理由，开了这段时间，不仅没让我找出不选择这个车的理由，还让我更加没后悔选着这个车了，重点是这个车的并不像某些车那种不保值，这款车的保值率还是相对可以的。总体来说我还是挺满意的。,,
86259,6259,汉兰达                        2021款 2.0T 两驱精英版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",杭州,2021/1/1,24.88万元,8.0升/百公里1550公里,4.875,4.75,5,5,5,5,4,5,5,5,上下班接送小孩自驾游,                                        口碑                &nbsp;2021年02月21日 发表了口碑                                                                                    《喜欢这样的超大空间》                        【最满意】车子让我最满意的地方就是它的动力了。平常行驶的时候动力非常充沛，不管遇到什么路况都能轻松驾驭，肯给油，推背感也非常明显【最不满意】车子储物空间比较小，常想要放矿泉水瓶或者是手机什么的，就不太能放得下【空间】车子乘坐空间还是挺大的，平常出行的话能够轻松容纳我们一家人。但美中不足的一点就是它的储物空间不够丰富【动力】车子的动力表现是真不错。平常在市区里面行驶非常给力【操控】它不仅刹车、油门这些反应速度快，能够及时给出反馈，而且底盘也稳定，行驶的时候安全感满满。【油耗】我大部分时间都是在市区里面行驶，偶尔会上高速。市区里面油耗大概就保持在百公里八点几左右【舒适性】速度加起来之后，风噪声和胎噪声就比较明显，这样会影响整体体验【外观】车子的外观造型时尚帅气，同时又有非常强的科技感【内饰】新车刚买回来的时候没有什么异味，而且材质摸起来也不错，这样整体体验就比较好。【性价比】这款车子不管是从外观、操控还是内饰等方面来看，表现都非常优秀，对得起这个价格【为什么选择这款车】它的各方面表现都还不错，价格也符合我的要求，所以就拿下了。            ,,
86260,6260,汉兰达                        2021款 2.0T 两驱精英版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",成都,2021/1/1,24.88万元,8.3升/百公里1274公里,4.75,4.75,4,5,5,5,4,5,5,5,上下班购物,                                        口碑                &nbsp;2021年02月21日 发表了口碑                                                                                    《我的选择》                        【最满意】细说起来最满意的就是外观和内饰，能买到这样各方面都没有短板的车子已经很满足了【最不满意】车内隔音一般，高速行驶胎噪和风噪都比较吵。【空间】虽说是7座车型，但是后排空间确实不是很大【动力】动力还不错，油门响应及时，低速行驶顿挫感不会太强，高速上很轻松可以跑到120，动力充足，超车不费劲。【操控】驾驶手感还不错，方向盘尺寸大小合适，转向轻松，虚位感不明显【油耗】纯市区不到9个油，高速最低开到7.5左右，现在综合表显油耗8.3左右【舒适性】前排座椅够软，包裹感很好，轮胎不算很好，舒适度这块就很一般，车内隔音不到位，高速行驶胎噪和风噪都挺吵的。【外观】颜值很高，外观棱角分明，整体造型很符合年轻人的审美【内饰】做工用料都不差，硬件配置高，用车体验相当满足。【性价比】性价比就很高了，外观喜欢，内饰用诚意，动力总成也够用，实在是无可挑剔。【为什么选择这款车】年轻人买车基本都看外观，当然我也不例外，再看动力、配置和内饰，无一例外都很满足            ,,
86261,6261,汉兰达                        2021款 2.0T 两驱精英版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",太原,2021/3/1,24.88万元,11.0升/百公里841公里,4.75,4.75,5,5,5,4,5,5,4,5,上下班接送小孩自驾游商务差旅,口碑                &nbsp;2021年03月20日 发表了口碑                                                                                    《改版汉兰达初体验》                                                                                                                                                                                                                                                                                                                                                                                                【最满意】最满意的就是这款车空间设计，非常的宽敞，而且一家人出去玩也是足够的宽敞，还有就是汉兰达的口碑比较的不错，开着也比较的放心很多，还是很值得选择的。【最不满意】不满意的内饰比较的一般非常的普通，而且中考的显示屏非常的没有档次，看一段时间要不要加装一个大屏导航，还有就是材质非常的一般，毕竟落地28万的车怎样可以这样的塑料材质。【空间】空间不错，之前的轿车一家人出去，丢下谁都不合适，而且父母年纪也大了，就想着有时间多和父母出去走走，出去看看，，更好汉拉达的空间就比较的合适，座位数也比较的多，后备箱一家出去玩的东西也可以很好的放下就选择了这款车。【动力】动力方面还是比较的有劲，属于那种动力随心所欲的感觉，市区里面起步比较的快，2.0T的发动机非常的给力的，换挡还是比较的平顺的，跑高速的时候超车加速也很稳定，而且超车也是比较的快【操控】操控方面方向盘的转弯的时候比较的不错，而且很好控制，还有就是底盘的稳定性比较的好，刹车的高度，软硬都感觉比较的合适，还有就是油门的回应也比较啊快，属于那种随叫随到的那种。【油耗】油耗稍微有点高，比我想象的高，而且还是新车，也没有怎么跑，天天市区里面比较的多，期待磨合好之后的油耗表现吧，高速上跑了一次还是不错的，高速很省油的，主要是这段时间的有的油比较的贵，还是想更省油一些。【舒适性】舒适性方面的表现比较的一半，噪音方面的控制也算差不多的那种吧，还有就是开着比较的舒服一些，座椅的包裹性也还是可以接受的，还有就是崎岖的路况的时候和不好的路面的时候通过向比较的强一些，高速上噪音方面要是在控制的好一些就好了。【外观】外观方面的设计也比较的霸气一些，而且车身的线条运动感比较的完美一些，而且市区开一点都不嫌的不入流，设计的也非常的适合城市SUV的感觉，前脸的设计很年轻，特别是大灯的设计。【内饰】内饰方面给我的感觉就比较的一般，中控的塑料感非常的强，而且买的丐版的，材质比较的一般，做工方面还是比较的不错的，说真中考给我的感觉就是很lou的感受，不过既然选择了就没啥后悔的，实在不行这款车还是可以可以改装一下中控的。【性价比】性价比非常的不错，优惠虽然没有优惠，送的东西，还有就是这款车的保值率很高，口碑方面也是一直很不错的，开了一段时间感觉整体的表现都是很满意的。【为什么选择这款车】选择这款车的时候比较的比较的多，选择这款车第一方面那就是口碑方面的表现，这款车的销量和车主都是非常的力挺这款车，第二点就是空间方面的表现非常的优秀，本身选车就是奔着座位去的，7座的座椅布局，一家人出去玩的时候非常的完美。,,
86262,6262,汉兰达                        2021款 2.0T 两驱精英版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",湛江,2021/1/1,27.88万元,9.0升/百公里600公里,4.75,4.75,5,5,4,5,5,4,5,5,上下班购物接送小孩自驾游,口碑                &nbsp;2021年02月18日 发表了口碑                                来自：汽车之家Android版                                                    《新车到了！体验感很不错》                        【最满意】整体来说，车子的性价比还是比较高的。外观也非常大气，车子流线型非常地舒服好看。考虑换车很久了，主要用途是想着家里接送小朋友来回老家需要，偶尔假期可以家庭出去自驾游。一直在买7座还是5座的车间纠结。考虑家里二孩，偶尔也一块接送下孩子同学朋友拼个车，纠结后还是选择了7座，实用性更好，也能应对特殊情况。这个，刚好赶上春节。回老家，装了不少行李和礼品，今天出来，还捎了表妹一程，装了一车的土特和好吃的，孩子们也挺兴奋的。【最不满意】目前为止，还没有发现比较不满意的地方。就是老家跑了个开回，车子一下子脏了不少，颜色特别显小泥和尘土。【空间】空间相对于之前了小车真的是大了好多！畅快了不少，孩子们有的时候背着包拿着小玩意啥的，在车里也不挤。还能互动玩个小游戏啥的。春节出来，7座坐满了也不算挤，后面也装了不少的行李和特产等，解决了以前要使劲塞和调整空间的问题。今年五一尝试全家自驾游，想想，空间方面肯定也是够了的。【动力】起步提速还是比较快的，整体跑起来感觉比较轻盈。加速也比较明显，略踩油门就有明显提取，夏天天热后开空调再看看效果，是否影响。刹车方面比较平稳，车技也还行，不会出现急刹车吓到他们。高速的话，可能是相对于以前空间更充足点，疲乏感会相对弱一点。【操控】灯、表盘、开关门、空调，操控方面还是比较智能和方便的，指向清晰，刚开始的时候操控会有点不熟悉，需要摸索寻找一下，后面多开了一段时间就好多了，对各个部分都比较自然了。底盘比较稳。春节回家会经过泥泞路面，但是不平的路面，颠簸感在可接受范围内，不太影响车上的乘客。方向盘、刹车也都比较轻盈。虽然是大车型，但开起来体验感也是不错的，不显笨重。【油耗】春节期间这里拜亲戚那里拜亲戚的，距离购车到现在也跑了差不多600公里了，这段时间的油耗一直保持在百公里每9.0升左右，路上不堵车顺畅通车时就差不多百公里每8.3升左右，回老家时在高速路上都只要百公里7.2升了，和身边朋友们的车比起来油耗是很低的了【舒适性】舒适度真的非常满意，没有什么问题。除了空间更大这一改变带来的舒适。车子的座位设计也是很科学合理的，非常的贴合柔软，中长途的话也不会酸痛，还是很舒服的。再加上方向盘、油门、刹车比较轻盈，开车的体验感一直比较轻松愉悦，当然，可能也和终于换新车的心情与喜悦相关。过减速带或是泥泞路面时，整体底盘还是比较稳的，颠簸性不强，坐在车上感觉比较平顺。今年冬天天气不冷，周末天晴的时候，开车出去，开点窗户，车内采光和通风性也很满意，完全不需要开空调。空调的具体效果和体验感，得看高温夏天的具体表现。【外观】外观方面差不多是一眼看中，因为这次本来就想换大点的车，大车中除了越野个人比较偏爱这种风格。大气偏酷，但又不是那种很猛很壮的感觉。不过外观这种，纯看个人喜好，萝卜白菜各有所爱。车漆的话，因为是黑色的车，光泽度也比较重要。这个方面要是光泽度更好更耐脏一点就好了，不过买黑色的车事先本来也要考虑细尘和清洁方面，在可接受范围内【内饰】内饰和仪表等智能操控、音效都比较满意，设计比较合理，操作起来很方便，手感不错，也符合日常习惯【性价比】虽然第一眼比较偏好本车。但后面还是看了不少其他车型与品牌，在价格、座位数、美观、舒适度、品牌等等各方面都进行了比较，看了一圈，综合考虑。最终觉得还是第一个选项最符合个人喜好和心意，所以决定买这款，性价比不错，之后的使用方面也没让人失望，觉得做了正确的选择。                                                                                                【为什么选择这款车】1）新款车，眼缘好，第一眼对车型就比较满意，舒服中带着一点霸气，看起来比较稳2）空间大，实用性强，非常方便。基本上满足了生活各方面的日常需求，出门购物、接送小孩、上下班、周末外出。假期自驾游还没体验，不过车内空间充足，座位设置也比较舒适，开起来轻且稳，不易晕车有不适感，跑长途的话应该也不是太大问题，这次过年回老家，跑得稍微远点，比较方便。3）综合比较了价格、外观、用途各方面，最后选用了这款自己比较满意的车，虽然有其他更喜欢的车，但是价格方面超预算过多，所以目前适用性和安全性优先，在家里可预算范围内，选用了这款车，到目前还是非常满意的。,,
86263,6263,汉兰达                        2021款 2.0T 两驱精英版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",中山,2021/1/1,24.88万元,12.0升/百公里700公里,4.875,4.75,5,5,5,4,5,5,5,5,上下班接送小孩,口碑                &nbsp;2021年02月04日 发表了口碑                                                                                    《送给自己的礼物，家用车汉兰达》                                                                                                                                                                                                                        【最满意】最满意的就是汉兰达的大空间，前后排的空间都非常的大，和它的外观一样，空间利用率很高，我们家5个人完全够用，车内储物空间也相当丰富，平时零碎物品都能装好，这样不乱扔，很人性化的设计。【最不满意】起步的动力比较弱，这是我不满意的地方，尤其是等红灯的时候尤其明显，每次绿灯起步都觉得会比旁边的车子要慢一点。还有车内味道也有点重，也许是新车散味慢，好几天也都是那么大味道。【空间】空间大不仅能满足日常家用需求，偶尔还能带一家人出来走走，连帐篷和衣物鞋子都不愁没地方放。                                                                                                                                                                                                【动力】我觉得动力方面并不是很强，主要弱的方面是起步和加速，等红灯时起步基本上都会比一旁的车起步慢，不过等涡轮介入以后动力加速还可以。【操控】总体感觉汉兰达的操控还是很灵活的，虽然看着车身尺寸大，但是开起来其实一点也不觉得笨重，手握方向盘很轻盈，打起方向盘很轻松。【油耗】总的来说油耗还是有点高，平时在市区里开都要12个油了，可能是因为车身大，再加上新车没怎么跑过高速油耗是会高一点，如果多跑点高速应该会低一点。【舒适性】就汉兰达的这空间不管是坐的人还是驾驶的人都会觉得很舒适吧，因为空间够大，座椅也很厚实包裹性相当到位，行驶时车子还是很安静的，速度快时会有点噪音。【外观】汉兰达的外观还是相当可以的外观设计很霸气，开出去见客户也不会掉面子，车身上的腰线很有质感，视觉效果很强。                                                                                                【内饰】内饰材质多数是用软性材料包裹，无论是看起来还是摸起来都很舒服，内饰整体的风格也是偏稳重的，没什么花里胡哨的东西。【性价比】配置高，在同等级的车型里也很有优势，车里的空间完全不输其他车型，最主要的是市场保有率高，保值率也够高！【为什么选择这款车】在大七座车中我觉得汉兰达应该算是比较出名的了，市场上的保有率也很高这也算是一种认可吧，过了贪玩的年龄现在买车更多的关注是在家人身上，选择一辆空间大的车家人坐着也会舒服许多。,,
86264,6264,汉兰达                        2021款 2.0T 两驱尊贵版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",苏州,2021/1/1,29.98万元,10.8升/百公里1260公里,4.75,4.75,5,5,4,5,5,5,5,4,上下班购物约会,                                        口碑                &nbsp;2021年02月23日 发表了口碑                                                                                    《满足二胎家庭的需求，我的丰田汉兰达》                        【最满意】整体安全性能较好，个人觉得底盘调整的比较好，过滤颠簸路面比较平顺。【最不满意】就是行驶过程中，自动启停不能关闭，车子刚买回来，需要一点时间来磨合。【空间】因为经常需要去市区进货，后排座位可以直接放倒，能特别容易满足我家用的需求。后排空间也比较充足，一家人和父母孩子出行不必担忧。【动力】动力强劲，日常生活中即使拉满货物，也完全没有问题，动力杠杠滴。【操控】操控没问题，现在的自动挡车子都很好开，唯独就是车子有点大，驾驭起来会稍微有一点重，需要一段时间的磨合才行。【油耗】接送小孩的时候在市中心行驶，油耗偏高，可以达到10个多油，但是市郊行驶的时候，油耗就比较低了，大概8、9个左右【舒适性】座椅是真皮的，里面的包裹性很强，很舒适，后排座椅也是三个大人坐着不拥挤，尤其后排地板纯平，中间人坐着也不难受【外观】外观硬朗有力，会显得车更加大气威武，线条感和时尚感都很不错。【内饰】内饰低调，按键大方，相比其他奢华内饰，本人觉得汉兰达的内饰更容易操作。【性价比】款价格优惠少，但它配置齐全，动力强，外观时尚运动就是胎噪有点大，整体性价比还可以。【为什么选择这款车】同级SUV里面，性价比最高，比途观、奇骏等外观都要时尚，更具有肌肉硬朗感，而且空间宽大，最能满足我二胎家庭的需求。            ,,
86265,6265,汉兰达                        2021款 2.0T 两驱尊贵版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",海口,2021/1/1,29.98万元,8.0升/百公里1271公里,4.75,5,5,5,5,5,5,4,4,5,上下班购物,"                                        口碑                &nbsp;2021年02月21日 发表了口碑                                                                                    《新车新气象-汉兰达》                        【最满意】整体来说对这款车最满意的就是外观和空间了【最不满意】看了好多车评,大家都在说这个车的车漆薄的问题【空间】空间总体给我的感受是挺满意的,没有什么不满意的地方【动力】个人非常喜欢这个平顺的感觉,尤其对于我这样的新,手来说,非常的稳。【操控】总体来说,方向盘还是比较重,有一定的阻力感。【油耗】油耗比较低,我综合油耗8左右,符合我个人的预期。【舒适性】因为空间大的原因,所以坐里面不局促,座椅又比较的厚实【外观】外观运动感十足,男人开就显得比较霸气了。这个外观我是很喜欢的【内饰】内饰这个我前面也提到了,就是整体的塑料感让人感觉档次不高【性价比】我个人觉得就好在丰田的牌子上了,大家都说开不烂的丰田也是有原因的,发动机质量确实比较好,而且重点就是油耗低。【为什么选择这款车】购车之前最主要的就是在汽车之家闲逛,看各种大家对于车的评价,最后还是选择了威兰达            ",,
86266,6266,汉兰达                        2021款 2.0T 两驱尊贵版 7座,"[{""Year"":""全部在售"",""Value"":""汉兰达用户评分4.51分（769人参与）2.0T2.5L自动平均油耗11.3L/100km（18人平均值）自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2022款"",""Value"":""汉兰达2022款用户评分4.53分（622人参与）2.5L自动平均油耗7.3L/100km（36人平均值）""},{""Year"":""2021款"",""Value"":""汉兰达2021款用户评分4.45分（147人参与）2.0T自动平均油耗11.3L/100km（18人平均值）""}]",成都,2021/1/1,29.98万元,8.4升/百公里1271公里,4.75,4.75,5,5,5,5,4,5,4,5,上下班购物,                                        口碑                &nbsp;2021年02月21日 发表了口碑                                                                                    《跑起来很畅快的汉兰达》                        【最满意】车子让我最满意的地方就是它的动力了。平常行驶的时候动力非常充沛，不管遇到什么路况都能轻松驾驭，肯给油，推背感也非常明显【最不满意】这车的噪音还是稍微有点大，不是很满意目前【空间】车子乘坐空间还是挺大的，平常出行的话能够轻松容纳我们一家人。但美中不足的一点就是它的储物空间不够丰富【动力】车子的动力表现是真不错。平常在市区里面行驶非常给力【操控】它不仅刹车、油门这些反应速度快，能够及时给出反馈，而且底盘也稳定，行驶的时候安全感满满。【油耗】我大部分时间都是在市区里面行驶，偶尔会上高速。市区里面油耗大概就保持在百公里八点几左右【舒适性】速度加起来之后，风噪声和胎噪声就比较明显，这样会影响整体体验【外观】车子的外观造型时尚帅气，同时又有非常强的科技感【内饰】新车刚买回来的时候没有什么异味，而且材质摸起来也不错，这样整体体验就比较好。【性价比】这款车子不管是从外观、操控还是内饰等方面来看，表现都非常优秀，对得起这个价格【为什么选择这款车】它的各方面表现都还不错，价格也符合我的要求，所以就拿下了。            ,,
