id,region,rawId,company_code,vin,fault_desc,repair_mileage,repair_date,cost_list_code,settle_date,company_name,projects,parts,createdate,receive_time,unique_id,country,year,brand,model,imported,price,fuel_form,transmission,displacement,engine,valid,car_id_judge
187195492,31,118676198,3.10113E+14,LWVCAF761GA109989,保养,654,1568390400,BO2005310064,20200531,上海东昌,"[{""name"": ""买三送一，剩余0次，4 4"", ""hours"": ""0.00""}, {""name"": ""更换牌照底板"", ""hours"": ""0.50""}, {""name"": ""更换制动液"", ""hours"": ""4.00""}, {""name"": ""更换电瓶"", ""hours"": ""1.00""}]","[{""qty"": ""6.00"", ""code"": ""59122580"", ""name"": ""5W - 40 全合成机油 (1L)""}, {""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}, {""qty"": ""1.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}, {""qty"": ""1.00"", ""code"": ""53315679"", ""name"": ""前牌照板""}, {""qty"": ""3.00"", ""code"": ""LC318080AC"", ""name"": ""FLUID BRAKE""}, {""qty"": ""1.00"", ""code"": ""53364198"", ""name"": ""蓄电池""}]",2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310064,中国,2016,广汽菲亚特,自由光,国产,232800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAF761GA109989沪A05F79上海东昌
187195529,31,118676221,3.10113E+14,LWVCAE731GA046974,保养,571,1568476800,BO2005310108,20200531,上海东昌,"[{""name"": ""买三送一，剩余1次3 4"", ""hours"": ""0.00""}, {""name"": ""更换空调滤网"", ""hours"": ""1.00""}, {""name"": ""更换火花塞"", ""hours"": ""4.00""}]","[{""qty"": ""5.00"", ""code"": ""59122585"", ""name"": ""0W-20全合成机油(1L)""}, {""qty"": ""1.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}, {""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}, {""qty"": ""1.00"", ""code"": ""53395387"", ""name"": ""空调滤芯（PM2.5)""}, {""qty"": ""4.00"", ""code"": ""SP148183AC"", ""name"": ""火花塞""}]",2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310108,中国,2016,广汽菲亚特,自由光,国产,214800,汽油,手自一体变速器,1995,2.0L,TRUE,LWVCAE731GA046974沪BMX591上海东昌
187195531,31,118676224,3.10113E+14,LWVCAFM92HA176181,保养,229,1569168000,BO2005310110,20200531,上海东昌,"[{""name"": ""保养买3送1    3 4"", ""hours"": ""0.00""}, {""name"": ""更换刹车油"", ""hours"": ""4.00""}]","[{""qty"": ""2.00"", ""code"": ""LC318080AC"", ""name"": ""FLUID BRAKE""}, {""qty"": ""2.50"", ""code"": ""AWWSFDY"", ""name"": ""爱温无水防冻液""}]",2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310110,中国,2017,广汽菲亚特,自由光,国产,273800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAFM92HA176181苏A9D56G上海东昌
187195533,31,118676230,3.10113E+14,LWVCAF750GA010720,保养,327,1570377600,BO2005310123,20200531,上海东昌,"[{""name"": ""5千公里保养"", ""hours"": ""4.00""}]","[{""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}, {""qty"": ""6.00"", ""code"": ""59122585"", ""name"": ""0W-20全合成机油(1L)""}, {""qty"": ""1.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}]",2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310123,中国,2016,广汽菲亚特,自由光,国产,229800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAF750GA010720沪BAR570上海东昌
187195535,31,118676226,3.10113E+14,LWVCAF750FA004897,清洗节气门,269,1570118400,BO2005310117,20200531,上海东昌,"[{""name"": ""保养买四送一（5 5）"", ""hours"": ""0.00""}, {""name"": ""买二送一"", ""hours"": ""25.72""}]","[{""qty"": ""1.00"", ""code"": ""59122352"", ""name"": ""节气门清洗""}]",2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310117,中国,2015,广汽菲亚特,自由光,国产,229800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAF750FA004897沪A903E7上海东昌
187195536,31,118676219,3.10113E+14,LWVCAFM99GA042122,更换两前轮速传感器,381,1568649600,BO2005310109,20200531,上海东昌,"[{""name"": ""更换两前ABS传感器"", ""hours"": ""8.00""}]","[{""qty"": ""2.00"", ""code"": ""68141887AD"", ""name"": ""速度传感器""}]",2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310109,中国,2016,广汽菲亚特,自由光,国产,273800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAFM99GA042122沪B45M89上海东昌
187195549,31,118676227,3.10113E+14,LWVCAFM8XGA012165,维修,400,1569772800,BO2005310116,20200531,上海东昌,"[{""name"": ""长途安检"", ""hours"": ""0.75""}]",,2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310116,中国,2016,广汽菲亚特,自由光,国产,275800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAFM8XGA012165沪BZD969上海东昌
187195550,31,118676235,3.10113E+14,LWVCAFM83GA012508,事故维修,295,1570377600,BO2005310127,20200531,上海东昌,"[{""name"": ""右前门内外喷漆"", ""hours"": ""0.00""}, {""name"": ""右前叶喷漆"", ""hours"": ""0.00""}, {""name"": ""右后门喷漆"", ""hours"": ""0.00""}, {""name"": ""事故维修"", ""hours"": ""11.08""}]","[{""qty"": ""1.00"", ""code"": ""53375691"", ""name"": ""右前门总成""}, {""qty"": ""1.00"", ""code"": ""53106829"", ""name"": ""字牌“CHEROKEE”""}, {""qty"": ""1.00"", ""code"": ""53297137"", ""name"": ""门槛饰板 右前""}, {""qty"": ""1.00"", ""code"": ""53318951"", ""name"": ""门限位器（前）""}, {""qty"": ""1.00"", ""code"": ""53429067"", ""name"": ""门上铰链（右）""}, {""qty"": ""1.00"", ""code"": ""53429069"", ""name"": ""门下铰链（右）""}]",2020/6/1 10:08,2020/6/1 10:08,310113002219000BO2005310127,中国,2016,广汽菲亚特,自由光,国产,275800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAFM83GA012508皖NKU638上海东昌
187195640,31,118672708,3.10113E+14,LWVCAE783JA210177,保养,150,1566748800,BO2005310091,20200531,上海东昌,,"[{""qty"": ""5.00"", ""code"": ""59122585"", ""name"": ""0W-20全合成机油(1L)""}, {""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}]",2020/6/1 10:09,2020/6/1 10:09,310113002219000BO2005310091,中国,2018,广汽菲亚特,自由光,国产,214800,汽油,手自一体变速器,1995,2.0L,TRUE,LWVCAE783JA210177沪A8K105上海东昌
187195644,31,118672706,3.10113E+14,LWVCAE78XHA192528,保养,244,1564761600,BO2005310084,20200531,上海东昌,"[{""name"": ""5千公里保养"", ""hours"": ""4.00""}, {""name"": ""更换空调滤网空气滤"", ""hours"": ""2.00""}]","[{""qty"": ""1.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}, {""qty"": ""5.00"", ""code"": ""59122585"", ""name"": ""0W-20全合成机油(1L)""}, {""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}, {""qty"": ""1.00"", ""code"": ""53387142"", ""name"": ""空气滤芯""}, {""qty"": ""1.00"", ""code"": ""53395387"", ""name"": ""空调滤芯（PM2.5)""}, {""qty"": ""1.00"", ""code"": ""59122352"", ""name"": ""节流阀清洁剂""}]",2020/6/1 10:09,2020/6/1 10:09,310113002219000BO2005310084,中国,2017,广汽菲亚特,自由光,国产,214800,汽油,手自一体变速器,1995,2.0L,TRUE,LWVCAE78XHA192528辽MLN852上海东昌
187195647,31,118672703,3.10113E+14,LWVCAF780JA201863,保养,50,1570982400,BO2005310072,20200531,上海东昌,"[{""name"": ""5千公里保养"", ""hours"": ""4.00""}]","[{""qty"": ""6.00"", ""code"": ""59122580"", ""name"": ""5W - 40 全合成机油 (1L)""}, {""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}]",2020/6/1 10:09,2020/6/1 10:09,310113002219000BO2005310072,中国,2018,广汽菲亚特,自由光,国产,232800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAF780JA201863沪B09B70上海东昌
187195650,31,118672709,3.10113E+14,LWVCAF784HA142830,保养,271,1567785600,BO2005310100,20200531,上海东昌,"[{""name"": ""保养买二送一套餐（1 3）"", ""hours"": ""8.00""}]","[{""qty"": ""2.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}, {""qty"": ""12.00"", ""code"": ""59122585"", ""name"": ""0W-20全合成机油(1L)""}, {""qty"": ""2.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}]",2020/6/1 10:09,2020/6/1 10:09,310113002219000BO2005310100,中国,2017,广汽菲亚特,自由光,国产,232800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAF784HA142830沪FB8608上海东昌
187195652,31,118672710,3.10113E+14,LWVCAE78XHA162753,保养,148,1569168000,BO2005310111,20200531,上海东昌,"[{""name"": ""5千公里保养"", ""hours"": ""4.00""}, {""name"": ""更换空调滤网 空滤"", ""hours"": ""2.00""}]","[{""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}, {""qty"": ""5.00"", ""code"": ""59122585"", ""name"": ""0W-20全合成机油(1L)""}, {""qty"": ""1.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}, {""qty"": ""1.00"", ""code"": ""53395387"", ""name"": ""空调滤芯（PM2.5)""}, {""qty"": ""1.00"", ""code"": ""53387142"", ""name"": ""空气滤芯""}, {""qty"": ""1.00"", ""code"": ""59122352"", ""name"": ""节流阀清洁剂""}]",2020/6/1 10:09,2020/6/1 10:09,310113002219000BO2005310111,中国,2017,广汽菲亚特,自由光,国产,214800,汽油,手自一体变速器,1995,2.0L,TRUE,LWVCAE78XHA162753苏D23S62上海东昌
187195670,31,118672714,3.10113E+14,LWVCAE787HA196214,保养,88,1570550400,BO2005310129,20200531,上海东昌,"[{""name"": ""买二送一，剩余1次"", ""hours"": ""0.00""}]","[{""qty"": ""1.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}, {""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}, {""qty"": ""5.00"", ""code"": ""59122585"", ""name"": ""0W-20全合成机油(1L)""}]",2020/6/1 10:09,2020/6/1 10:09,310113002219000BO2005310129,中国,2017,广汽菲亚特,自由光,国产,214800,汽油,手自一体变速器,1995,2.0L,TRUE,LWVCAE787HA196214沪A2K256上海东昌
187195694,31,118677534,3.10113E+14,LWVCAF783HA183515,保养,172,1569945600,BO2005310052,20200531,上海东昌,"[{""name"": ""买三送一，剩余1次，3 4"", ""hours"": ""0.00""}]","[{""qty"": ""1.00"", ""code"": ""YH31001"", ""name"": ""润滑套装""}, {""qty"": ""1.00"", ""code"": ""50052012"", ""name"": ""机油滤清器""}, {""qty"": ""6.00"", ""code"": ""59122580"", ""name"": ""5W - 40 全合成机油 (1L)""}]",2020/6/1 10:09,2020/6/1 10:09,310113002219000BO2005310052,中国,2017,广汽菲亚特,自由光,国产,232800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAF783HA183515沪A50D63上海东昌
187679020,31,118944505,3.10113E+14,LWVCAFM6XGA110563,保养,618,1569427200,BO2006040012,20200604,上海东昌,"[{""name"": ""保养买六送三（6 9）"", ""hours"": ""0.00""}]",,2020/6/5 1:19,2020/6/5 1:19,310113002219000BO2006040012,中国,2016,广汽菲亚特,自由光,国产,279133.3333,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAFM6XGA110563沪DHC336上海东昌
187697706,31,118960404,3.10117E+14,LWVCAFM87GA092072,人保划痕。,327,1571932800,A1910250010,20191025,新唐朝汽车维修服务有限公司,"[{""name"": ""前保喷漆"", ""hours"": ""12.00""}, {""name"": ""右后门喷漆"", ""hours"": ""150.00""}, {""name"": ""左前门喷漆"", ""hours"": ""1.00""}, {""name"": ""左后门喷漆"", ""hours"": ""1.00""}, {""name"": ""人保划痕250*4=1000元"", ""hours"": ""1.00""}]","[{""qty"": ""0"", ""code"": ""编码"", ""name"": ""未使用配件""}]",2020/6/5 13:28,2020/6/5 13:28,310117005325000A1910250010,中国,2016,广汽菲亚特,自由光,国产,275800,汽油,手自一体变速器,2360,2.4L,TRUE,LWVCAFM87GA092072沪A1A935新唐朝汽车维修服务有限公司
183906600,31,117366408,3.1E+14,LVGDC46A7EG551392,钣金：客户付款,1300,1568563200,S31A20263654,20200515,广汽丰田上海美兰沪西店,"[{""name"": ""右后门：修理"", ""hours"": ""6.20""}, {""name"": ""右后门：喷漆"", ""hours"": ""0.00""}, {""name"": ""右后叶：修理"", ""hours"": ""0.00""}, {""name"": ""右后叶：喷漆"", ""hours"": ""0.00""}, {""name"": ""左后门：修理"", ""hours"": ""0.00""}, {""name"": ""左后门：喷漆"", ""hours"": ""0.00""}, {""name"": ""左后叶：修理"", ""hours"": ""0.00""}, {""name"": ""左后叶：喷漆"", ""hours"": ""0.00""}, {""name"": ""车顶：修理"", ""hours"": ""0.00""}, {""name"": ""车顶：喷漆"", ""hours"": ""0.00""}]","[{""qty"": ""12"", ""code"": ""YQJFL"", ""name"": ""油漆及辅料""}]",2020/5/16 8:04,2020/5/16 8:04,310000005977000S31A20263654,中国,2014,广汽丰田,汉兰达,国产,289371.4286,汽油,手自一体变速器,2672,2.7L,TRUE,LVGDC46A7EG551392沪ACQ913广汽丰田上海美兰沪西店
183907163,31,117369804,3.1E+14,LVGEN56A3GG099657,喷漆：客户付款,209,1568908800,S31A20263824,20200515,广汽丰田上海美兰沪西店,"[{""name"": ""左前叶：修理 喷漆"", ""hours"": ""1.45""}]","[{""qty"": ""2"", ""code"": ""YQJFL"", ""name"": ""油漆及辅料""}]",2020/5/16 8:08,2020/5/16 8:08,310000005977000S31A20263824,中国,2016,广汽丰田,汉兰达,国产,300244.4444,汽油,手自一体变速器,1998,2.0T,TRUE,LVGEN56A3GG099657沪K07696广汽丰田上海美兰沪西店
183907491,31,117371404,3.1E+14,LVGEN56A6HG177740,钣金：客户付款,115,1568390400,S31A20263584,20200515,广汽丰田上海美兰沪西店,"[{""name"": ""左后叶：喷漆"", ""hours"": ""0.00""}, {""name"": ""机盖：修理"", ""hours"": ""3.83""}, {""name"": ""机盖：喷漆"", ""hours"": ""0.00""}, {""name"": ""右后门：修理"", ""hours"": ""0.00""}, {""name"": ""右后门：喷漆"", ""hours"": ""0.00""}, {""name"": ""左后叶：修理"", ""hours"": ""0.00""}]","[{""qty"": ""7"", ""code"": ""YQJFL"", ""name"": ""油漆及辅料""}]",2020/5/16 8:10,2020/5/16 8:10,310000005977000S31A20263584,中国,2017,广汽丰田,汉兰达,国产,300244.4444,汽油,手自一体变速器,1998,2.0T,TRUE,LVGEN56A6HG177740沪DEV537广汽丰田上海美兰沪西店
183907877,31,117371486,3.1E+14,LVGDA46A0AG078421,喷漆：客户付款,,1567353600,S31A20263068,20200515,广汽丰田上海美兰沪西店,"[{""name"": ""左后叶：修理 喷漆"", ""hours"": ""2.90""}, {""name"": ""左后门：修理 喷漆"", ""hours"": ""0.00""}, {""name"": ""检查减震器"", ""hours"": ""0.00""}]","[{""qty"": ""4"", ""code"": ""YQJFL"", ""name"": ""油漆及辅料""}]",2020/5/16 8:14,2020/5/16 8:14,310000005977000S31A20263068,中国,2010,广汽丰田,汉兰达,国产,291133.3333,汽油,手自一体变速器,2672,2.7L,TRUE,LVGDA46A0AG078421沪A95Q95广汽丰田上海美兰沪西店
185850057,31,118205070,3.1E+14,LVGDN56AXJG051317,免费基础保养,92,1571932800,S31A10161158,20200527,广汽丰田上海开隆徐汇店,"[{""name"": ""10,000KM保养(盘式制动"", ""hours"": ""6.00""}]","[{""qty"": ""1"", ""code"": ""0888083899"", ""name"": ""全合成机油-0W 20(1L)""}, {""qty"": ""1"", ""code"": ""0881380031"", ""name"": ""喷油嘴清洗剂(263ML)""}, {""qty"": ""1"", ""code"": ""90430C0005"", ""name"": ""衬垫(用于油底壳排放""}, {""qty"": ""1"", ""code"": ""041520V010"", ""name"": ""机油滤清器滤芯组件""}, {""qty"": ""1"", ""code"": ""0888083900"", ""name"": ""全合成机油-0W 20(4L)""}]",2020/5/28 8:02,2020/5/28 8:02,310000002475000S31A10161158,中国,2018,广汽丰田,汉兰达,国产,280675,汽油,手自一体变速器,1998,2.0T,TRUE,LVGDN56AXJG051317沪FB1450广汽丰田上海开隆徐汇店
184280028,31,117546981,3.1E+14,WP1AG2924GLA28035,保养,824,1571328000,SIV_260_20_05451,20200519,保时捷（上海）汽车销售服务有限公司,"[{""name"": ""更换机油服务 ."", ""hours"": ""1.1""}, {""name"": ""车载诊断系统 ."", ""hours"": ""0.1""}]","[{""qty"": ""1"", ""code"": ""00004320902"", ""name"": ""多用途添加剂，用于 汽油燃料""}, {""qty"": ""1"", ""code"": ""95810722201"", ""name"": ""滤芯""}, {""qty"": ""7.3"", ""code"": ""COB 140694"", ""name"": ""Co-branded Oil 0W40 (1L for 208L Barrel)""}]",2020/5/19 11:19,2020/5/19 11:19,310000009518000SIV_260_20_05451,德国,2016,保时捷,保时捷Cayenne,进口,990000,汽油,手自一体变速器,2995,3.0T,TRUE,WP1AG2924GLA28035沪BQK010保时捷（上海）汽车销售服务有限公司
184813702,31,117773229,3.10112E+14,WP1AG2920ELA13626,,891,1567612800,WXhbqx20190900063,20190905,上海华邦龙柏汽车服务有限公司,"[{""name"": ""检查胎压"", ""hours"": ""0""}, {""name"": ""更换机油机滤"", ""hours"": ""3""}, {""name"": ""检修灯光"", ""hours"": ""0""}, {""name"": ""更换空滤"", ""hours"": ""1""}]","[{""qty"": ""1"", ""code"": ""12972KB"", ""name"": ""H7""}, {""qty"": ""1"", ""code"": ""958 1072 2201"", ""name"": ""机格""}, {""qty"": ""1"", ""code"": ""958 1101 3010"", ""name"": ""空气格""}, {""qty"": ""1"", ""code"": ""12972KB"", ""name"": ""H7""}, {""qty"": ""7"", ""code"": ""0W-40（208L装）"", ""name"": ""机油（金美孚）""}]",2020/5/22 13:32,2020/5/22 13:32,310112004318000WXhbqx20190900063,德国,2014,保时捷,保时捷Cayenne,进口,990000,汽油,手自一体变速器,2995,3.0T,TRUE,WP1AG2920ELA13626沪ADM797上海华邦龙柏汽车服务有限公司
185184998,31,117916285,3.10115E+14,WP1AG2920DLA63523,保养,1610,1568044800,M-201909100022,20191113,上海仕军汽车技术服务有限公司,"[{""name"": ""更换右后门锁块"", ""hours"": ""0.0000""}, {""name"": ""燃油清洗剂2瓶"", ""hours"": ""1.0000""}, {""name"": ""前保拆装"", ""hours"": ""1.0000""}, {""name"": ""前保修复，右前门钣金"", ""hours"": ""1.0000""}, {""name"": ""平安油漆面"", ""hours"": ""2.0000""}]","[{""qty"": ""1.00"", ""code"": ""5107003437"", ""name"": ""右后门锁块""}]",2020/5/24 16:57,2020/5/24 16:57,310115013477000M-201909100022,德国,2013,保时捷,保时捷Cayenne,进口,990000,汽油,手自一体变速器,2995,3.0T,TRUE,WP1AG2920DLA63523沪G98227上海仕军汽车技术服务有限公司
185912793,31,118225503,3.1E+14,WP1AB2927FLA60300,.,145,1565452800,INT_260_20_02883,20200528,保时捷（上海）汽车销售服务有限公司,"[{""name"": ""检查客户反映组合仪表有哒哒声"", ""hours"": ""0.2""}]",,2020/5/28 13:29,2020/5/28 13:29,310000009518000INT_260_20_02883,德国,2015,保时捷,保时捷Cayenne,进口,1542000,汽油,手自一体变速器,4806,4.8L,TRUE,WP1AB2927FLA60300沪B5F695保时捷（上海）汽车销售服务有限公司
